split,class,file,min_border_dist,f6_border_touch,f9_reflect,s_fit,s_used,cent_dist_f6,cent_dist_f9,cent_dist_delta_f9_minus_f6,lesion_frac_f6,lesion_frac_f9,lesion_frac_delta,img_diff_mean,img_diff_p95
treino,benigno,IMG000497.jpeg,0,True,False,0.27586206896551724,0.27586206896551724,13.445363998413086,76.94161224365234,63.49624824523926,0.116527215,0.11631742,-0.00020979345,55.629640932436345,139.0
treino,benigno,IMG000498.jpeg,608,False,False,0.5835866261398176,0.5835866261398176,17.88669776916504,18.00872039794922,0.12202262878417969,0.10342256,0.103549175,0.00012661517,5.615587022569445,23.0
treino,benigno,IMG000499.jpeg,785,False,False,0.7111111111111111,0.7111111111111111,32.05065155029297,31.75160789489746,-0.2990436553955078,0.14866276,0.1488583,0.00019553304,4.719541196469907,14.0
treino,benigno,IMG000500.jpeg,866,False,False,1.6,1.5,17.621318817138672,17.621318817138672,0.0,0.060196962,0.060196962,0.0,0.15576171875,1.0
treino,benigno,IMG000501.jpeg,1003,False,False,1.641025641025641,1.5,12.050812721252441,12.158589363098145,0.10777664184570312,0.06947487,0.06947488,1.4901161e-08,1.0399961118344907,5.0
treino,benigno,IMG000503.jpeg,490,False,False,0.676056338028169,0.676056338028169,3.028855800628662,3.3807015419006348,0.35184574127197266,0.16573642,0.16577977,4.3347478e-05,5.751519097222222,19.0
treino,benigno,IMG000504.jpeg,794,False,False,0.6931407942238267,0.6931407942238267,3.689866304397583,2.9911768436431885,-0.6986894607543945,0.12611805,0.12626982,0.00015176833,5.826307508680555,21.0
treino,benigno,IMG000505.jpeg,737,False,False,0.7045871559633028,0.7045871559633028,6.763998508453369,6.953649520874023,0.1896510124206543,0.11323484,0.11320117,-3.3669174e-05,4.827982584635417,21.0
treino,benigno,IMG000506.jpeg,443,False,False,0.540084388185654,0.540084388185654,7.339049339294434,7.363349914550781,0.024300575256347656,0.16064225,0.16066729,2.503395e-05,3.1325480143229165,12.0
treino,benigno,IMG000507.jpeg,387,False,False,0.5140562248995983,0.5140562248995983,7.863858699798584,7.826986789703369,-0.036871910095214844,0.048611335,0.04870732,9.598583e-05,2.186184353298611,11.0
treino,benigno,IMG000508.jpeg,169,False,False,0.5462304409672831,0.5462304409672831,7.402034759521484,7.457496166229248,0.05546140670776367,0.19243391,0.19226414,-0.00016976893,3.8889318395543984,13.0
treino,benigno,IMG000511.jpeg,568,False,False,1.92,1.5,4.503543853759766,4.550626754760742,0.04708290100097656,0.10492288,0.10492289,7.450581e-09,1.4515855577256944,6.0
treino,benigno,IMG000514.jpeg,0,True,True,0.42572062084257206,0.42572062084257206,41.20734405517578,89.40377044677734,48.19642639160156,0.22963697,0.22994015,0.00030317903,36.12116834852431,89.0
treino,benigno,IMG000515.jpeg,321,False,False,3.6923076923076925,1.5,2.866231918334961,3.1801695823669434,0.3139376640319824,0.028356513,0.028356532,1.8626451e-08,0.6491021050347222,4.0
treino,benigno,IMG000516.jpeg,493,False,False,0.9056603773584906,0.9056603773584906,7.070780277252197,8.009866714477539,0.9390864372253418,0.15984602,0.15969059,-0.00015543401,5.659159342447917,18.0
treino,benigno,IMG000518.jpeg,676,False,False,0.7286527514231499,0.7286527514231499,9.486763000488281,9.555206298828125,0.06844329833984375,0.15629236,0.1565372,0.00024484098,1.8964097764756944,8.0
treino,benigno,IMG000519.jpeg,891,False,False,1.3333333333333333,1.3333333333333333,5.521451473236084,6.269961357116699,0.7485098838806152,0.17090379,0.1707107,-0.00019308925,4.513590494791667,14.0
treino,benigno,IMG000523.jpeg,551,False,False,2.0210526315789474,1.5,2.964308023452759,3.4623188972473145,0.49801087379455566,0.09399934,0.09399931,-2.9802322e-08,1.1751437717013888,6.0
treino,benigno,IMG000524.jpeg,993,False,False,1.8113207547169812,1.5,4.176766395568848,3.7460873126983643,-0.4306790828704834,0.09613557,0.095902294,-0.00023327768,2.3531901041666665,11.0
treino,benigno,IMG000527.jpeg,577,False,False,0.5333333333333333,0.5333333333333333,3.5639424324035645,3.169853687286377,-0.3940887451171875,0.117512785,0.117311954,-0.0002008304,5.673550075954861,23.0
treino,benigno,IMG000529.jpeg,564,False,False,1.5802469135802468,1.5,9.271380424499512,8.378795623779297,-0.8925848007202148,0.09891956,0.09905542,0.00013585389,3.289568865740741,17.0
treino,benigno,IMG000530.jpeg,698,False,False,2.3703703703703702,1.5,4.814781188964844,5.694660186767578,0.8798789978027344,0.08393015,0.0841065,0.00017634779,2.7273695203993054,13.0
treino,benigno,IMG000531.jpeg,627,False,False,2.355828220858896,1.5,2.449087619781494,3.497694253921509,1.0486066341400146,0.077961184,0.07831429,0.00035310537,3.0457560221354165,15.0
treino,benigno,IMG000534.jpeg,297,False,False,0.6075949367088608,0.6075949367088608,7.141022682189941,7.498291969299316,0.357269287109375,0.15028755,0.15032184,3.4287572e-05,7.283399793836805,25.0
treino,benigno,IMG000537.jpeg,400,False,False,0.46545454545454545,0.46545454545454545,15.477484703063965,15.281458854675293,-0.19602584838867188,0.06253871,0.062647454,0.000108741224,2.59136962890625,11.0
treino,benigno,IMG000539.jpeg,635,False,False,1.5118110236220472,1.5,1.862410068511963,1.6525713205337524,-0.20983874797821045,0.15285125,0.15285127,1.4901161e-08,4.119249131944445,13.0
treino,benigno,IMG000540.jpeg,595,False,False,1.4600760456273765,1.4600760456273765,7.994734764099121,8.027944564819336,0.033209800720214844,0.1826238,0.1827742,0.00015039742,5.347323947482639,15.0
treino,benigno,IMG000541.jpeg,501,False,False,1.352112676056338,1.352112676056338,11.099104881286621,10.43716049194336,-0.6619443893432617,0.1863732,0.18658836,0.00021515787,5.539903428819445,16.0
treino,benigno,IMG000542.jpeg,408,False,False,2.742857142857143,1.5,4.468942165374756,3.97353458404541,-0.4954075813293457,0.02581068,0.025810638,-4.0978193e-08,0.5159844292534722,3.0
treino,benigno,IMG000544.jpeg,364,False,False,0.9078014184397163,0.9078014184397163,10.334650993347168,10.334638595581055,-1.239776611328125e-05,0.10365651,0.10360956,-4.694611e-05,0.6765227141203703,3.0
treino,benigno,IMG000546.jpeg,563,False,False,2.075675675675676,1.5,5.574764728546143,4.673433303833008,-0.9013314247131348,0.027735379,0.02768549,-4.9889088e-05,1.0268577293113426,6.0
treino,benigno,IMG000547.jpeg,783,False,False,2.802919708029197,1.5,2.033750534057617,1.3048888444900513,-0.7288616895675659,0.02634879,0.026284821,-6.396882e-05,1.6652018229166667,11.0
treino,benigno,IMG000549.jpeg,542,False,False,2.577181208053691,1.5,8.747906684875488,8.707549095153809,-0.04035758972167969,0.032701466,0.032628503,-7.2963536e-05,1.1033460828993056,6.0
treino,benigno,IMG000551.jpeg,953,False,False,1.0158730158730158,1.0158730158730158,5.763426780700684,5.765959739685059,0.002532958984375,0.06423768,0.06436337,0.0001256913,0.90252685546875,4.0
treino,benigno,IMG000552.jpeg,598,False,False,0.5597667638483965,0.5597667638483965,8.139585494995117,7.369763374328613,-0.7698221206665039,0.14883815,0.14854825,-0.0002899021,6.271165635850695,23.0
treino,benigno,IMG000553.jpeg,823,False,False,0.6075949367088608,0.6075949367088608,3.8230395317077637,3.5730085372924805,-0.2500309944152832,0.16249341,0.16259132,9.791553e-05,3.5833197699652777,12.0
treino,benigno,IMG000554.jpeg,422,False,False,0.6264274061990212,0.6264274061990212,5.826344013214111,6.065879821777344,0.23953580856323242,0.1483403,0.1485327,0.0001924038,4.9725341796875,17.0
treino,benigno,IMG000555.jpeg,759,False,False,2.2196531791907512,1.5,3.4537503719329834,3.689810276031494,0.23605990409851074,0.075706735,0.075723976,1.7240644e-05,2.779391818576389,14.0
treino,benigno,IMG000556.jpeg,923,False,False,2.064516129032258,1.5,6.927832126617432,7.4208478927612305,0.49301576614379883,0.0720178,0.072017774,-2.2351742e-08,1.6236504448784723,8.0
treino,benigno,IMG000557.jpeg,1034,False,False,13.241379310344827,1.5,2.6050033569335938,3.5367283821105957,0.931725025177002,0.0015537606,0.0015586747,4.9141236e-06,0.1476711697048611,0.0
treino,benigno,IMG000559.jpeg,1172,False,False,8.170212765957446,1.5,2.506662368774414,3.2456767559051514,0.7390143871307373,0.0030597714,0.0030816395,2.1868153e-05,0.12577311197916666,0.0
treino,benigno,IMG000560.jpeg,1230,False,False,9.142857142857142,1.5,4.690845012664795,5.188570022583008,0.4977250099182129,0.00244738,0.002447327,-5.3085387e-08,0.11665174696180555,1.0
treino,benigno,IMG000561.jpeg,59,True,False,1.3241379310344827,1.3241379310344827,25.723276138305664,44.35421371459961,18.630937576293945,0.06694709,0.066759005,-0.00018808246,30.50900833695023,92.0
treino,benigno,IMG000562.jpeg,762,False,False,0.9795918367346939,0.9795918367346939,2.5270636081695557,2.7646145820617676,0.23755097389221191,0.12915634,0.12894425,-0.00021208823,3.6601969401041665,12.0
treino,benigno,IMG000564.jpeg,290,False,False,0.8170212765957446,0.8170212765957446,3.60067081451416,3.269200086593628,-0.3314707279205322,0.20947057,0.20932679,-0.0001437813,3.638888888888889,10.0
treino,benigno,IMG000565.jpeg,144,False,False,3.522935779816514,1.5,3.6111326217651367,4.578510761260986,0.9673781394958496,0.029262053,0.029280147,1.8093735e-05,1.8188001844618056,12.0
treino,benigno,IMG000567.jpeg,372,False,False,3.226890756302521,1.5,2.5273690223693848,2.3754665851593018,-0.151902437210083,0.01348222,0.013609039,0.00012681913,0.41621455439814814,3.0
treino,benigno,IMG000568.jpeg,276,False,False,0.6808510638297872,0.6808510638297872,7.592860221862793,7.591318130493164,-0.0015420913696289062,0.19626866,0.19622475,-4.3913722e-05,1.9098782009548612,6.0
treino,benigno,IMG000571.jpeg,135,False,False,0.5231607629427792,0.5231607629427792,6.186681747436523,6.185075283050537,-0.0016064643859863281,0.14989385,0.14984435,-4.9501657e-05,0.9819720232928241,4.0
treino,benigno,IMG000572.jpeg,230,False,False,0.5253077975376197,0.5253077975376197,13.200323104858398,13.086666107177734,-0.11365699768066406,0.12907243,0.12914807,7.5638294e-05,1.7892772533275463,8.0
treino,benigno,IMG000573.jpeg,0,True,True,0.11267605633802817,0.11267605633802817,90.77476501464844,99.8520278930664,9.077262878417969,0.047139388,0.04706045,-7.89389e-05,85.73365388093171,196.0
treino,benigno,IMG000574.jpeg,0,True,True,0.11466109286354136,0.11466109286354136,109.30308532714844,155.83192443847656,46.528839111328125,0.034666315,0.034726575,6.0260296e-05,62.559927481192126,174.0
treino,benigno,IMG000575.jpeg,0,True,True,0.11267605633802817,0.11267605633802817,103.95783233642578,144.1718292236328,40.21399688720703,0.01588533,0.015813848,-7.148273e-05,70.39335801866319,174.0
treino,benigno,IMG000577.jpeg,1123,False,False,2.0317460317460316,1.5,1.1666865348815918,1.9909162521362305,0.8242297172546387,0.12058057,0.120368294,-0.00021227449,3.633822970920139,15.0
treino,benigno,IMG000578.jpeg,688,False,False,1.0406504065040652,1.0406504065040652,4.313846111297607,4.402077674865723,0.08823156356811523,0.13472961,0.13487537,0.00014576316,4.223917643229167,15.0
treino,benigno,IMG000579.jpeg,925,False,False,1.761467889908257,1.5,4.046989917755127,4.945666790008545,0.898676872253418,0.11896568,0.119173646,0.00020796806,3.758517795138889,13.0
treino,benigno,IMG000580.jpeg,772,False,False,0.6655112651646448,0.6655112651646448,6.231544494628906,6.22305154800415,-0.00849294662475586,0.08539103,0.08524303,-0.00014799833,0.9844767252604166,5.0
treino,benigno,IMG000582.jpeg,902,False,False,1.9393939393939394,1.5,3.7538371086120605,3.8537070751190186,0.09986996650695801,0.11095616,0.11095619,2.9802322e-08,3.0399915907118054,13.0
treino,benigno,IMG000583.jpeg,627,False,False,0.5393258426966292,0.5393258426966292,9.326542854309082,9.105462074279785,-0.22108078002929688,0.066777386,0.06699253,0.00021514297,3.0363701714409723,15.0
treino,benigno,IMG000584.jpeg,891,False,False,1.0158730158730158,1.0158730158730158,4.746972560882568,4.473801136016846,-0.27317142486572266,0.13886681,0.13887545,8.6426735e-06,7.4483823423032405,26.0
treino,benigno,IMG000585.jpeg,1097,False,False,2.823529411764706,1.5,4.338815689086914,4.844329357147217,0.5055136680603027,0.041349247,0.04150129,0.000152044,0.8101331922743056,5.0
treino,benigno,IMG000586.jpeg,1076,False,False,2.742857142857143,1.5,4.062225818634033,4.447181701660156,0.38495588302612305,0.048920766,0.048776884,-0.00014388189,1.4744059244791667,9.0
treino,benigno,IMG000587.jpeg,221,False,False,0.4948453608247423,0.4948453608247423,10.088018417358398,10.171405792236328,0.08338737487792969,0.099950835,0.09969321,-0.00025762618,2.0678236219618054,10.0
treino,benigno,IMG000588.jpeg,201,False,False,0.4632086851628468,0.4632086851628468,11.987872123718262,12.214670181274414,0.22679805755615234,0.05719455,0.057321217,0.00012666732,2.0890096028645835,11.0
treino,benigno,IMG000591.jpeg,375,False,False,0.927536231884058,0.927536231884058,20.595191955566406,20.595184326171875,-7.62939453125e-06,0.07166758,0.071637355,-3.0227005e-05,0.3498738606770833,2.0
treino,benigno,IMG000592.jpeg,47,False,False,0.9142857142857143,0.9142857142857143,21.765392303466797,21.767507553100586,0.0021152496337890625,0.067625016,0.067686,6.0983002e-05,0.8635073061342593,4.0
treino,benigno,IMG000593.jpeg,406,False,False,1.411764705882353,1.411764705882353,2.3896617889404297,2.7239367961883545,0.3342750072479248,0.049784906,0.04970128,-8.362532e-05,1.5706606264467593,8.0
treino,benigno,IMG000594.jpeg,442,False,False,0.676056338028169,0.676056338028169,4.348815441131592,3.9904520511627197,-0.35836338996887207,0.03444577,0.034261722,-0.00018404797,1.6023695203993056,9.0
treino,benigno,IMG000596.jpeg,1191,False,False,3.0236220472440944,1.5,3.2044787406921387,3.818697214126587,0.6142184734344482,0.04462283,0.044740275,0.0001174435,1.5536566840277777,10.0
treino,benigno,IMG000597.jpeg,0,True,False,1.8113207547169812,1.5,29.667110443115234,62.37739562988281,32.71028518676758,0.065322936,0.06532294,7.450581e-09,34.691756637008105,117.0
treino,benigno,IMG000598.jpeg,498,False,False,0.4178454842219804,0.4178454842219804,8.386518478393555,8.277542114257812,-0.10897636413574219,0.1033406,0.10325153,-8.907169e-05,2.640254267939815,9.0
treino,benigno,IMG000600.jpeg,0,True,False,0.3742690058479532,0.3742690058479532,8.826827049255371,139.15504455566406,130.3282175064087,0.0763968,0.07656298,0.00016617775,75.33983696831598,165.0
treino,benigno,IMG000601.jpeg,614,False,False,0.48180677540777916,0.48180677540777916,5.830954074859619,5.625132083892822,-0.20582199096679688,0.06512829,0.065117866,-1.0423362e-05,1.913196705005787,9.0
treino,benigno,IMG000602.jpeg,759,False,False,0.7820773930753564,0.7820773930753564,9.200959205627441,9.200209617614746,-0.0007495880126953125,0.09749743,0.09743124,-6.619096e-05,0.8064846462673612,4.0
treino,benigno,IMG000605.jpeg,673,False,False,1.037837837837838,1.037837837837838,8.81915283203125,9.080492973327637,0.2613401412963867,0.10377475,0.10371241,-6.233901e-05,2.2171156141493054,9.0
treino,benigno,IMG000606.jpeg,612,False,False,1.0406504065040652,1.0406504065040652,12.08166217803955,12.087067604064941,0.005405426025390625,0.10261007,0.10261259,2.5257468e-06,0.9335123697916666,4.0
treino,benigno,IMG000609.jpeg,800,False,False,1.2,1.2,2.9921720027923584,2.991501569747925,-0.0006704330444335938,0.12608655,0.12583694,-0.00024960935,1.2732815212673612,5.0
treino,benigno,IMG000610.jpeg,686,False,False,1.0786516853932584,1.0786516853932584,4.186992168426514,4.187344551086426,0.0003523826599121094,0.12245909,0.12248407,2.4981797e-05,1.0031806098090277,4.0
treino,benigno,IMG000611.jpeg,693,False,False,1.1228070175438596,1.1228070175438596,2.3712854385375977,2.158682107925415,-0.21260333061218262,0.12798755,0.12794814,-3.941357e-05,4.806410047743055,17.0
treino,benigno,IMG000612.jpeg,331,False,False,1.3963636363636365,1.3963636363636365,1.3687549829483032,1.5639266967773438,0.19517171382904053,0.07629517,0.07618204,-0.000113129616,0.7787249529803241,4.0
treino,benigno,IMG000616.jpeg,79,True,False,0.37721021611001965,0.37721021611001965,23.87205696105957,25.04772186279297,1.1756649017333984,0.05540588,0.05540846,2.577901e-06,30.45013427734375,105.0
treino,benigno,IMG000617.jpeg,448,False,False,2.1215469613259668,1.5,4.952779769897461,5.657957553863525,0.7051777839660645,0.096998334,0.09682001,-0.0001783222,3.0750054253472223,14.0
treino,benigno,IMG000618.jpeg,402,False,False,1.9692307692307693,1.5,10.050777435302734,10.127294540405273,0.07651710510253906,0.098440595,0.098801784,0.00036118925,3.477444118923611,15.0
treino,benigno,IMG000621.jpeg,524,False,False,1.1327433628318584,1.1327433628318584,6.798861026763916,6.859988212585449,0.0611271858215332,0.16983575,0.16997983,0.00014407933,5.616129557291667,17.0
treino,benigno,IMG000623.jpeg,723,False,False,0.7868852459016393,0.7868852459016393,4.353168964385986,4.353058815002441,-0.00011014938354492188,0.1881968,0.1881605,-3.629923e-05,2.2449883355034723,7.0
treino,benigno,IMG000624.jpeg,479,False,False,0.8329718004338394,0.8329718004338394,2.7476701736450195,2.7136473655700684,-0.03402280807495117,0.18150419,0.18142548,-7.870793e-05,5.237684461805555,15.0
treino,benigno,IMG000625.jpeg,413,False,False,2.8444444444444446,1.5,0.46256327629089355,0.7802404761314392,0.31767719984054565,0.037781935,0.03787546,9.352341e-05,1.9152560763888888,12.0
treino,benigno,IMG000628.jpeg,243,False,False,3.0236220472440944,1.5,4.31246280670166,5.358510494232178,1.0460476875305176,0.047339976,0.04731434,-2.5637448e-05,1.8725992838541667,12.0
treino,benigno,IMG000630.jpeg,605,False,False,1.0026109660574412,1.0026109660574412,1.2507439851760864,1.7090177536010742,0.4582737684249878,0.090392396,0.09062841,0.00023601204,1.9348415798611112,9.0
treino,benigno,IMG000631.jpeg,295,False,False,1.4883720930232558,1.4883720930232558,23.073932647705078,23.358501434326172,0.28456878662109375,0.10217059,0.102342226,0.00017163903,5.053093804253472,19.0
treino,benigno,IMG000633.jpeg,723,False,False,5.1891891891891895,1.5,0.45378759503364563,1.2585809230804443,0.8047933280467987,0.013746222,0.01382431,7.8088604e-05,0.5615030924479166,2.0
treino,benigno,IMG000638.jpeg,588,False,False,1.2190476190476192,1.2190476190476192,9.008111953735352,9.316856384277344,0.3087444305419922,0.08061047,0.08061508,4.6119094e-06,1.9240790473090277,8.0
treino,benigno,IMG000639.jpeg,183,False,False,2.909090909090909,1.5,10.37816333770752,10.249781608581543,-0.12838172912597656,0.008986222,0.008913736,-7.248577e-05,0.26470947265625,2.0
treino,benigno,IMG000640.jpeg,0,True,False,1.2151898734177216,1.2151898734177216,47.272422790527344,76.14694213867188,28.87451934814453,0.22381166,0.22358571,-0.0002259463,38.64141393590857,111.0
treino,benigno,IMG000642.jpeg,422,False,False,1.606694560669456,1.5,5.381217002868652,5.6680097579956055,0.2867927551269531,0.10967767,0.10983084,0.00015316904,3.442721896701389,13.0
treino,benigno,IMG000643.jpeg,1056,False,False,1.6991150442477876,1.5,6.22294282913208,5.764950752258301,-0.4579920768737793,0.14091319,0.14091323,4.4703484e-08,5.185194227430555,18.0
treino,benigno,IMG000644.jpeg,161,False,False,0.5638766519823789,0.5638766519823789,15.442155838012695,15.450146675109863,0.007990837097167969,0.09903738,0.09893976,-9.761751e-05,2.2711656358506946,10.0
treino,benigno,IMG000646.jpeg,460,False,False,1.9393939393939394,1.5,5.1807332038879395,5.84584379196167,0.6651105880737305,0.08491637,0.0849164,2.9802322e-08,3.2941962348090277,12.0
treino,benigno,IMG000647.jpeg,412,False,False,2.4935064935064934,1.5,5.326324462890625,5.847862243652344,0.5215377807617188,0.025105761,0.025105795,3.3527613e-08,1.0101793077256944,6.0
treino,benigno,IMG000648.jpeg,850,False,False,2.2196531791907512,1.5,3.8861448764801025,4.862857818603516,0.9767129421234131,0.08700106,0.086628996,-0.0003720671,3.486423068576389,17.0
treino,benigno,IMG000649.jpeg,575,False,False,3.4909090909090907,1.5,1.4904536008834839,1.507939338684082,0.017485737800598145,0.026942518,0.026942544,2.6077032e-08,0.4750027126736111,3.0
treino,benigno,IMG000650.jpeg,266,False,False,0.26319396847155585,0.26319396847155585,0.8206475973129272,1.1413428783416748,0.32069528102874756,0.19934326,0.19922689,-0.00011637807,4.8084716796875,19.0
treino,benigno,IMG000651.jpeg,364,False,False,0.313469387755102,0.313469387755102,5.807821750640869,5.728702545166016,-0.07911920547485352,0.20563807,0.20538935,-0.00024871528,4.477064344618055,17.0
treino,benigno,IMG000652.jpeg,428,False,False,0.9696969696969697,0.9696969696969697,8.10040283203125,8.10204792022705,0.0016450881958007812,0.067815095,0.06788138,6.6287816e-05,0.5642428927951388,3.0
treino,benigno,IMG000654.jpeg,403,False,False,1.0406504065040652,1.0406504065040652,2.5199899673461914,2.521230936050415,0.0012409687042236328,0.20274897,0.20287581,0.00012683868,2.059109157986111,6.0
treino,benigno,IMG000655.jpeg,95,True,False,0.2922374429223744,0.2922374429223744,17.06486701965332,62.21559524536133,45.15072822570801,0.10884028,0.1090734,0.00023312122,56.31231237340857,138.0
treino,benigno,IMG000656.jpeg,182,False,False,0.27176220806794055,0.27176220806794055,12.750529289245605,12.679722785949707,-0.07080650329589844,0.10556945,0.105496116,-7.3336065e-05,4.262363009982639,16.0
treino,benigno,IMG000657.jpeg,373,False,False,0.3229604709840202,0.3229604709840202,22.295425415039062,22.048751831054688,-0.246673583984375,0.12264177,0.122559495,-8.227676e-05,5.313585069444445,16.0
treino,benigno,IMG000658.jpeg,320,False,False,2.8444444444444446,1.5,4.414719581604004,3.675936460494995,-0.7387831211090088,0.06262587,0.06278089,0.00015501678,1.1261528862847223,6.0
treino,benigno,IMG000659.jpeg,0,True,True,0.11267605633802817,0.11267605633802817,47.169097900390625,76.71597290039062,29.546875,0.104277305,0.10429353,1.6227365e-05,71.23729790581598,175.0
treino,benigno,IMG000660.jpeg,0,True,True,0.21892816419612315,0.21892816419612315,55.647918701171875,62.58348846435547,6.935569763183594,0.12481223,0.12494365,0.00013142079,33.354024251302086,114.0
treino,benigno,IMG000661.jpeg,0,True,True,0.11267605633802817,0.11267605633802817,18.2946720123291,69.3782730102539,51.083600997924805,0.121170655,0.12104646,-0.00012419373,75.82880995008681,178.0
treino,benigno,IMG000662.jpeg,0,True,True,0.13123718386876282,0.13123718386876282,18.546772003173828,57.611454010009766,39.06468200683594,0.08316755,0.083206214,3.8661063e-05,63.4521484375,172.0
treino,benigno,IMG000663.jpeg,0,True,True,0.1331945889698231,0.1331945889698231,27.178068161010742,17.957284927368164,-9.220783233642578,0.072719306,0.07277606,5.6751072e-05,31.121751573350693,111.0
treino,benigno,IMG000665.jpeg,236,False,False,0.5748502994011976,0.5748502994011976,14.746907234191895,14.723265647888184,-0.023641586303710938,0.0790258,0.07912459,9.87947e-05,2.2274169921875,10.0
treino,benigno,IMG000666.jpeg,286,False,False,0.6453781512605042,0.6453781512605042,11.706668853759766,11.699836730957031,-0.006832122802734375,0.08479049,0.08459559,-0.00019489974,1.4692925347222223,6.0
treino,benigno,IMG000667.jpeg,440,False,False,1.037837837837838,1.037837837837838,7.4634270668029785,7.898162841796875,0.4347357749938965,0.18503837,0.18511382,7.544458e-05,4.330173068576389,14.0
treino,benigno,IMG000668.jpeg,0,True,True,0.11267605633802817,0.11267605633802817,69.9332275390625,123.8968276977539,53.963600158691406,0.034670323,0.034753572,8.324906e-05,60.339023166232636,191.0
treino,benigno,IMG000670.jpeg,0,True,False,0.22939068100358423,0.22939068100358423,23.763607025146484,14.457563400268555,-9.30604362487793,0.050401255,0.05046254,6.128475e-05,27.69643825954861,103.0
treino,benigno,IMG000671.jpeg,109,False,False,0.6357615894039735,0.6357615894039735,13.566036224365234,13.361504554748535,-0.20453166961669922,0.20482083,0.205111,0.0002901703,2.3353271484375,7.0
treino,benigno,IMG000673.jpeg,538,False,False,3.1475409836065573,1.5,1.8644871711730957,2.675853729248047,0.8113665580749512,0.04026205,0.040129635,-0.00013241544,1.4428778754340277,10.0
treino,benigno,IMG000675.jpeg,420,False,False,0.9078014184397163,0.9078014184397163,4.317591190338135,4.551647186279297,0.2340559959411621,0.2467045,0.24647307,-0.00023142993,14.0345458984375,39.0
treino,benigno,IMG000677.jpeg,494,False,False,0.47642679900744417,0.47642679900744417,2.233930826187134,2.2338709831237793,-5.984306335449219e-05,0.16649085,0.1664617,-2.9146671e-05,1.2225002712673612,5.0
treino,benigno,IMG000678.jpeg,527,False,False,0.45823389021479716,0.45823389021479716,0.9586970210075378,1.624502182006836,0.6658051609992981,0.16229229,0.16242792,0.00013563037,4.727808069299768,17.0
treino,benigno,IMG000679.jpeg,281,False,False,1.0131926121372032,1.0131926121372032,36.05610275268555,36.052284240722656,-0.003818511962890625,0.008805371,0.008791344,-1.4026649e-05,0.9446614583333334,5.0
treino,benigno,IMG000680.jpeg,541,False,False,3.878787878787879,1.5,0.531265139579773,1.551355242729187,1.020090103149414,0.021696873,0.021659076,-3.7796795e-05,1.0695936414930556,8.0
treino,benigno,IMG000681.jpeg,122,False,False,4.413793103448276,1.5,3.3260788917541504,4.2217698097229,0.89569091796875,0.0070613027,0.0070251557,-3.6146957e-05,0.20326741536458334,1.0
treino,benigno,IMG000682.jpeg,143,False,False,3.801980198019802,1.5,4.422426223754883,4.661135196685791,0.2387089729309082,0.014416152,0.014445146,2.8993934e-05,0.5361667209201388,3.0
treino,benigno,IMG000683.jpeg,100,False,False,0.4836272040302267,0.4836272040302267,7.867787837982178,8.05970573425293,0.19191789627075195,0.20130697,0.2013651,5.812943e-05,2.776211208767361,8.0
treino,benigno,IMG000684.jpeg,587,False,False,1.8028169014084507,1.5,13.265325546264648,14.071887016296387,0.8065614700317383,0.029286696,0.029100338,-0.00018635765,1.2369791666666667,7.0
treino,benigno,IMG000685.jpeg,643,False,False,3.2542372881355934,1.5,4.861246109008789,5.36015510559082,0.49890899658203125,0.026572976,0.026572943,-3.3527613e-08,1.23773193359375,8.0
treino,benigno,IMG000686.jpeg,579,False,False,0.9365853658536586,0.9365853658536586,1.0459994077682495,1.7740167379379272,0.7280173301696777,0.1702098,0.1700045,-0.0002052933,9.15792507595486,30.0
treino,benigno,IMG000687.jpeg,432,False,False,1.1228070175438596,1.1228070175438596,4.25119161605835,3.9655494689941406,-0.285642147064209,0.18675391,0.18658733,-0.00016658008,5.998758951822917,17.0
treino,benigno,IMG000689.jpeg,534,False,False,0.5393258426966292,0.5393258426966292,2.35365891456604,2.311802387237549,-0.04185652732849121,0.13150582,0.13122593,-0.0002798885,4.176201714409722,16.0
treino,benigno,IMG000691.jpeg,0,True,False,1.310580204778157,1.310580204778157,4.771795749664307,95.76473236083984,90.99293661117554,0.12031726,0.12029609,-2.11671e-05,65.6606015805845,170.0
treino,benigno,IMG000692.jpeg,724,False,False,1.8113207547169812,1.5,19.98405647277832,19.949644088745117,-0.034412384033203125,0.09826253,0.098427415,0.00016488135,3.0508558485243054,11.0
treino,benigno,IMG000693.jpeg,146,False,False,1.2151898734177216,1.2151898734177216,10.425068855285645,10.4234037399292,-0.0016651153564453125,0.2034598,0.20337668,-8.311868e-05,1.7544623480902777,5.0
treino,benigno,IMG000695.jpeg,449,False,False,0.8687782805429864,0.8687782805429864,9.710941314697266,9.163426399230957,-0.5475149154663086,0.089068145,0.08903612,-3.2022595e-05,2.9100138346354165,11.0
treino,benigno,IMG000696.jpeg,326,False,False,0.5962732919254659,0.5962732919254659,14.976820945739746,14.973938941955566,-0.0028820037841796875,0.06783071,0.06791249,8.177757e-05,1.1296657986111112,6.0
treino,benigno,IMG000697.jpeg,1175,False,False,0.8590604026845637,0.8590604026845637,8.579251289367676,8.573660850524902,-0.0055904388427734375,0.10694117,0.10677595,-0.00016522408,2.1197509765625,7.0
treino,benigno,IMG000699.jpeg,267,False,False,1.3333333333333333,1.3333333333333333,20.765581130981445,21.165918350219727,0.40033721923828125,0.13237375,0.13223,-0.0001437515,3.4102105034722223,13.0
